SK,노수광,1.0,2,2,0,0
LG,이형종,0.5,2,1,0,0
SK,정진기,0.0,2,0,0,0
LG,김용의,0.0,2,0,0,0
SK,최정,0.5,2,1,0,1
LG,박용택,0.0,1,0,0,0
SK,김동엽,0.5,2,1,0,1
LG,히메네스,0.0,1,0,0,0
SK,한동민,0.0,2,0,0,0
LG,오지환,0.0,1,0,0,0
SK,이재원,0.0,2,0,0,0
LG,양석환,0.0,1,0,0,0
SK,박정권,0.0,2,0,0,1
LG,임훈,0.0,1,0,0,1
SK,김성현,0.5,2,1,0,0
LG,정상호,0.0,1,0,0,1
SK,박승욱,0.5,2,1,0,0
LG,손주인,1.0,1,1,0,0
